id,data,dia_semana,hora,uf,rodovia,km,municipio,causa,tipo_acidente,classificacao,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop,data_hora,ano,mes,hora_dia,periodo_dia,regiao_grande_vitoria,risco_alto,nivel_risco,rodovia_label
659288.0,2025-02-04,terca,18:48,ES,101.0,270.5,SERRA,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Interseção de Vias,Sim,3.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,-20.22662056,-40.27075088,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-02-04 18:48:00,2025.0,2.0,18.0,noite,True,1,grave,BR-101
660065.0,2025-02-08,sabado,14:00,ES,101.0,294.0,CARIACICA,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Múltipla,Declive,Sim,14.0,0.0,7.0,0.0,6.0,2.0,7.0,12.0,-20.32415948,-40.3952903,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-02-08 14:00:00,2025.0,2.0,14.0,tarde,True,0,moderado,BR-101
660294.0,2025-02-09,domingo,16:15,ES,101.0,334.8,GUARAPARI,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,6.0,0.0,4.0,0.0,1.0,1.0,4.0,3.0,-20.626408,-40.526082,SPRF-ES,DEL03-ES,UOP01-DEL03-ES,2025-02-09 16:15:00,2025.0,2.0,16.0,tarde,True,0,moderado,BR-101
660456.0,2025-02-10,segunda,06:40,ES,101.0,276.4,SERRA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado;Reta,Não,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,-20.20788726,-40.3133509,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-02-10 06:40:00,2025.0,2.0,6.0,manha,True,0,moderado,BR-101
660548.0,2025-02-10,segunda,16:30,ES,101.0,284.8,CARIACICA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,5.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,-20.24334991,-40.3696926,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-02-10 16:30:00,2025.0,2.0,16.0,tarde,True,0,moderado,BR-101
661080.0,2025-02-13,quinta,09:19,ES,101.0,291.9,CARIACICA,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado;Reta,Sim,3.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,-20.29755744,-40.39445616,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-02-13 09:19:00,2025.0,2.0,9.0,manha,True,1,grave,BR-101
661951.0,2025-02-17,segunda,10:00,ES,101.0,265.0,SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-20.1816849,-40.26536036,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-02-17 10:00:00,2025.0,2.0,10.0,manha,True,0,baixo,BR-101
661974.0,2025-02-17,segunda,12:05,ES,101.0,232.7,FUNDAO,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Não,4.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,-19.95224103,-40.40879816,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-02-17 12:05:00,2025.0,2.0,12.0,tarde,True,0,moderado,BR-101
662122.0,2025-02-18,terca,07:13,ES,101.0,264.0,SERRA,Trafegar com motocicleta (ou similar) entre as faixas,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,4.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,-20.17292791,-40.26736384,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-02-18 07:13:00,2025.0,2.0,7.0,manha,True,0,moderado,BR-101
662339.0,2025-02-19,quarta,08:50,ES,262.0,0.5,CARIACICA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Ponte;Reta,Não,3.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,-20.320793,-40.353315,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-02-19 08:50:00,2025.0,2.0,8.0,manha,True,0,moderado,BR-262
662404.0,2025-02-19,quarta,17:20,ES,101.0,304.4,VIANA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-20.3800645,-40.45431391,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-02-19 17:20:00,2025.0,2.0,17.0,tarde,True,0,moderado,BR-101
662621.0,2025-02-20,quinta,20:59,ES,101.0,14.0,VITORIA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-20.2604544,-40.2980864,SPRF-ES,DEL04-ES,UOP02-DEL04-ES,2025-02-20 20:59:00,2025.0,2.0,20.0,noite,True,0,moderado,BR-101
662648.0,2025-02-21,sexta,04:40,ES,101.0,264.0,SERRA,Condutor desrespeitou a iluminação vermelha do semáforo,Colisão transversal,Com Vítimas Feridas,Amanhecer,Decrescente,Sol,Dupla,Reta;Interseção de Vias,Sim,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,-20.17292791,-40.26736384,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-02-21 04:40:00,2025.0,2.0,4.0,madrugada,True,0,moderado,BR-101
663490.0,2025-02-24,segunda,19:50,ES,101.0,286.0,CARIACICA,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Curva;Declive,Sim,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-20.2577618,-40.3774027,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-02-24 19:50:00,2025.0,2.0,19.0,noite,True,0,moderado,BR-101
663592.0,2025-02-25,terca,10:45,ES,101.0,340.8,GUARAPARI,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,4.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,-20.650432,-40.570847,SPRF-ES,DEL03-ES,UOP01-DEL03-ES,2025-02-25 10:45:00,2025.0,2.0,10.0,manha,True,1,grave,BR-101
663721.0,2025-01-20,segunda,13:10,ES,101.0,278.2,SERRA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Dupla,Reta,Não,3.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,-20.21698365,-40.32974606,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-01-20 13:10:00,2025.0,1.0,13.0,tarde,True,0,baixo,BR-101
664150.0,2025-02-28,sexta,06:30,ES,101.0,283.9,CARIACICA,Ingestão de álcool pelo condutor,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Múltipla,Aclive;Reta,Não,6.0,0.0,1.0,0.0,3.0,2.0,1.0,6.0,-20.24403965,-40.36985958,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-02-28 06:30:00,2025.0,2.0,6.0,manha,True,0,moderado,BR-101
664216.0,2025-02-28,sexta,12:00,ES,101.0,289.0,CARIACICA,Ausência de reação do condutor,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,11.0,0.0,0.0,1.0,8.0,2.0,1.0,11.0,-20.28835907,-40.39202213,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-02-28 12:00:00,2025.0,2.0,12.0,tarde,True,1,grave,BR-101
664536.0,2025-01-16,quinta,12:20,ES,101.0,272.0,SERRA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-20.2159533,-40.2937106,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-01-16 12:20:00,2025.0,1.0,12.0,tarde,True,0,moderado,BR-101
664631.0,2025-03-02,domingo,00:15,ES,101.0,289.3,CARIACICA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Declive;Reta,Não,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,-20.28476714,-40.39270654,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-02 00:15:00,2025.0,3.0,0.0,madrugada,True,0,moderado,BR-101
665396.0,2025-03-05,quarta,19:40,ES,101.0,14.0,SERRA,Iluminação deficiente,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Não,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-20.19630937,-40.33422947,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-05 19:40:00,2025.0,3.0,19.0,noite,True,0,moderado,BR-101
665912.0,2025-03-08,sabado,09:55,ES,101.0,268.0,SERRA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-20.0488474,-40.3866959,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-08 09:55:00,2025.0,3.0,9.0,manha,True,0,moderado,BR-101
665924.0,2025-03-08,sabado,10:47,ES,101.0,288.9,CARIACICA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Reta,Sim,4.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,-20.27907962,-40.39276069,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-08 10:47:00,2025.0,3.0,10.0,manha,True,0,baixo,BR-101
666524.0,2025-03-11,terca,07:40,ES,101.0,288.0,CARIACICA,Reação tardia ou ineficiente do condutor,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,5.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,-20.2768,-40.392579,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-11 07:40:00,2025.0,3.0,7.0,manha,True,0,moderado,BR-101
666575.0,2025-01-18,sabado,08:45,ES,101.0,249.8,SERRA,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Curva,Não,5.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,-20.07371936,-40.35345531,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-01-18 08:45:00,2025.0,1.0,8.0,manha,True,1,grave,BR-101
666692.0,2025-03-12,quarta,07:00,ES,101.0,301.0,VIANA,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,-20.367431,-40.443776,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-12 07:00:00,2025.0,3.0,7.0,manha,True,0,moderado,BR-101
666702.0,2025-03-12,quarta,06:47,ES,101.0,270.4,SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Dupla,Reta,Sim,4.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,-20.2293733,-40.2722316,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-12 06:47:00,2025.0,3.0,6.0,manha,True,0,moderado,BR-101
666738.0,2025-03-12,quarta,11:30,ES,101.0,242.0,SERRA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Aclive;Reta,Não,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-20.03920158,-40.39311167,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-12 11:30:00,2025.0,3.0,11.0,manha,True,1,fatal,BR-101
667176.0,2025-03-14,sexta,12:40,ES,101.0,304.6,VIANA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,-20.38273239,-40.45921141,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-14 12:40:00,2025.0,3.0,12.0,tarde,True,0,moderado,BR-101
667268.0,2025-03-14,sexta,19:26,ES,101.0,350.0,GUARAPARI,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-20.65845412,-40.61351978,SPRF-ES,DEL03-ES,UOP01-DEL03-ES,2025-03-14 19:26:00,2025.0,3.0,19.0,noite,True,0,moderado,BR-101
667330.0,2025-03-15,sabado,04:45,ES,101.0,246.1,SERRA,Condutor Dormindo,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Ignorado,Simples,Reta,Não,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-20.0647545,-40.37611932,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-15 04:45:00,2025.0,3.0,4.0,madrugada,True,0,moderado,BR-101
667385.0,2025-03-15,sabado,11:10,ES,262.0,52.0,SERRA,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,-20.054016,-40.3800064,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-15 11:10:00,2025.0,3.0,11.0,manha,True,0,moderado,BR-262
667708.0,2025-03-16,domingo,20:00,ES,101.0,286.0,CARIACICA,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Dupla,Curva;Declive,Não,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,-20.259985,-40.377721,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-16 20:00:00,2025.0,3.0,20.0,noite,True,1,fatal,BR-101
667736.0,2025-03-17,segunda,00:05,ES,101.0,269.0,SERRA,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Interseção de Vias,Não,4.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,-20.221995,-40.27005167,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-17 00:05:00,2025.0,3.0,0.0,madrugada,True,1,grave,BR-101
667909.0,2025-03-17,segunda,16:40,ES,101.0,269.0,SERRA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Reta,Sim,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,-20.22333269,-40.27030941,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-17 16:40:00,2025.0,3.0,16.0,tarde,True,1,grave,BR-101
667912.0,2025-01-13,segunda,05:37,ES,101.0,321.7,GUARAPARI,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Amanhecer,Decrescente,Chuva,Dupla,Declive;Reta,Não,10.0,0.0,9.0,0.0,1.0,0.0,9.0,2.0,-20.52517057,-40.48003793,SPRF-ES,DEL03-ES,UOP01-DEL03-ES,2025-01-13 05:37:00,2025.0,1.0,5.0,madrugada,True,0,moderado,BR-101
668167.0,2025-03-19,quarta,06:40,ES,101.0,236.1,FUNDAO,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-19.987038,-40.414078,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-19 06:40:00,2025.0,3.0,6.0,manha,True,1,fatal,BR-101
668318.0,2025-03-19,quarta,21:20,ES,101.0,238.5,FUNDAO,Desvio temporário,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Interseção de Vias;Curva;Desvio Temporário;Em Obras,Sim,3.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,-20.00638,-40.411482,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-19 21:20:00,2025.0,3.0,21.0,noite,True,1,grave,BR-101
668347.0,2025-03-20,quinta,02:05,ES,101.0,237.9,FUNDAO,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Simples,Em Obras;Reta,Não,3.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,-20.002867,-40.413152,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-20 02:05:00,2025.0,3.0,2.0,madrugada,True,1,fatal,BR-101
668463.0,2025-03-20,quinta,15:38,ES,101.0,294.0,CARIACICA,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Fatais,Pleno dia,Crescente,Nublado,Dupla,Reta;Declive,Não,5.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,-20.324742,-40.395789,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-20 15:38:00,2025.0,3.0,15.0,tarde,True,1,fatal,BR-101
668705.0,2025-03-21,sexta,20:05,ES,262.0,27.5,VIANA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta;Aclive,Não,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-20.385008,-40.556622,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-21 20:05:00,2025.0,3.0,20.0,noite,True,0,baixo,BR-262
669211.0,2025-03-24,segunda,06:30,ES,101.0,261.3,SERRA,Manobra de mudança de faixa,Engavetamento,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Dupla,Reta;Aclive,Não,12.0,0.0,1.0,0.0,10.0,1.0,1.0,8.0,-20.1514333,-40.278725,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-24 06:30:00,2025.0,3.0,6.0,manha,True,0,moderado,BR-101
669374.0,2025-03-24,segunda,20:45,ES,101.0,289.0,CARIACICA,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,-20.27765256,-40.3925195,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-24 20:45:00,2025.0,3.0,20.0,noite,True,1,grave,BR-101
669538.0,2025-03-25,terca,18:00,ES,101.0,285.3,CARIACICA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,3.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,-20.2520592,-40.3729313,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-25 18:00:00,2025.0,3.0,18.0,noite,True,1,grave,BR-101
669650.0,2025-03-26,quarta,09:20,ES,101.0,236.1,FUNDAO,Demais falhas mecânicas ou elétricas,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva,Não,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,-19.96983296,-40.40698887,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-03-26 09:20:00,2025.0,3.0,9.0,manha,True,1,grave,BR-101
669912.0,2025-03-27,quinta,17:55,ES,101.0,290.5,CARIACICA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Fatais,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-20.29494489,-40.39329529,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-03-27 17:55:00,2025.0,3.0,17.0,tarde,True,1,fatal,BR-101
670735.0,2025-03-31,segunda,12:50,ES,101.0,329.8,GUARAPARI,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Não,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,-20.59137546,-40.49941236,SPRF-ES,DEL03-ES,UOP01-DEL03-ES,2025-03-31 12:50:00,2025.0,3.0,12.0,tarde,True,1,grave,BR-101
670865.0,2025-04-01,terca,07:10,ES,101.0,17.8,SERRA,Acesso irregular,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,-20.217167,-40.337069,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-04-01 07:10:00,2025.0,4.0,7.0,manha,True,0,moderado,BR-101
671090.0,2025-04-02,quarta,13:35,ES,101.0,254.0,SERRA,Ingestão de álcool pelo condutor,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Aclive;Reta;Interseção de Vias,Sim,4.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,-20.11862239,-40.31219925,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,2025-04-02 13:35:00,2025.0,4.0,13.0,tarde,True,0,baixo,BR-101
671109.0,2025-04-02,quarta,15:45,ES,101.0,295.0,CARIACICA,Trafegar com motocicleta (ou similar) entre as faixas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,-20.3313286,-40.3994204,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,2025-04-02 15:45:00,2025.0,4.0,15.0,tarde,True,1,grave,BR-101
